,ID,title,music_director,album_name,track_name,preview_url,popularity,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
3725,12475,The Bunnyman Massacre,Peter Scartabello,The Bunnyman Massacre (Original Motion Picture Soundtrack),Opening Credits,https://p.scdn.co/mp3-preview/4dced90d8aa718461c2114903a089deb8b816822?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0366,0.134,0.0544,81.73,0.0316,0.837,0.107,-21.69,0.0348
3727,12488,The Last Stand,Mowg,The Last Stand (Original Motion Picture Score),Cortez Extraction,https://p.scdn.co/mp3-preview/2875d6658a3a7fb538de1967b8c231e88c29c14c?cid=0e18970867524f1fba6634279dd9e5b2,0,0.265,0.304,0.563,190.91,0.0901,0.852,0.108,-14.546,0.0701
3729,12524,Tales of the Riverbank,Mark Thomas,Tales of the Riverbank (Original Motion Picture Soundtrack),Main Title Theme,https://p.scdn.co/mp3-preview/285564c62b9e02c2b20ce321d881b6ae878fdeb3?cid=0e18970867524f1fba6634279dd9e5b2,0,0.949,0.212,0.115,109.748,0.04,0.782,0.123,-16.507,0.0379
3730,12530,Counting for Thunder,Michael Futreal,Counting for Thunder (Original Motion Picture Score),Main Theme,https://p.scdn.co/mp3-preview/0c6c2cff93d52ae3bd4618d09441235f0dfac04a?cid=0e18970867524f1fba6634279dd9e5b2,0,0.861,0.462,0.23,133.666,0.0805,0.911,0.113,-16.285,0.0411
3731,12533,The Marksman,Sean Callery,The Marksman (Original Motion Picture Soundtrack),Arriving In Chicago,https://p.scdn.co/mp3-preview/f16ca6e59cf3596291e47bf5a9c06db5d95ef5e5?cid=0e18970867524f1fba6634279dd9e5b2,25,0.987,0.144,0.0816,79.195,0.0772,0.792,0.117,-21.151,0.0391
3741,12764,Christmas Break-In,J Bateman,Christmas Break-In (Original Motion Picture Soundtrack),Ice Cream Truck Bandits,https://p.scdn.co/mp3-preview/d94fca0d2916ff29db66980865d06cfd089bbfa9?cid=0e18970867524f1fba6634279dd9e5b2,1,0.749,0.376,0.285,100.19,0.155,0.565,0.0822,-13.115,0.0291
3743,12772,Dawn of the Dragonslayer,Panu Aaltio,Dawn of the Dragonslayer (Original Motion Picture Soundtrack),Paladin's Theme (Search for the Dragon),https://p.scdn.co/mp3-preview/9b9d87819aedb838543053fff5694a5c25b57414?cid=0e18970867524f1fba6634279dd9e5b2,11,0.0804,0.145,0.191,138.725,0.0348,0.895,0.173,-20.352,0.0433
3748,12846,AWOL-72,Michael John Mollo,AWOL-72 (Original Motion Picture Soundtrack),Interrogation Dream,https://p.scdn.co/mp3-preview/02868f5acd2a274334001f622d41dd1b3b53ff37?cid=0e18970867524f1fba6634279dd9e5b2,0,0.442,0.276,0.263,77.787,0.141,0.953,0.108,-21.57,0.0441
3754,12923,Chaarulatha,Sundar C Babu,Chaarulatha (Malayalam) [Original Motion Picture Soundtrack],Deivam Thanna,https://p.scdn.co/mp3-preview/b97f5c22e0f51f6a063dff957d0e78ec8c4ac23a?cid=0e18970867524f1fba6634279dd9e5b2,0,0.736,0.496,0.383,100.001,0.164,0,0.083,-7.296,0.026
3762,13000,The Red Man,Olivier Giacomotto,The Red Man Original Motion Picture Soundtrack,Main Theme - Original Mix,https://p.scdn.co/mp3-preview/f3070f5f483bdae1e65f274103ccace426ac8f18?cid=0e18970867524f1fba6634279dd9e5b2,1,7.05E-05,0.289,0.726,168.035,0.0309,0.195,0.0981,-8.416,0.0415
3771,13088,Don't Hang Up,Aleksi Aubry-Carlson,Don't Hang Up (Original Motion Picture Soundtrack),Miss Kolbein,https://p.scdn.co/mp3-preview/1e44ca8d670c55b7654ea5fb706c8e40b1843b51?cid=0e18970867524f1fba6634279dd9e5b2,0,0.313,0.156,0.23,71.898,0.0389,0.828,0.204,-21.828,0.0609
3773,13097,Coming Home,Qigang Chen,Coming Home (Original Motion Picture Soundtrack),My Beloved in My Heart 1,https://p.scdn.co/mp3-preview/3e73c43d24e7b5c88169da0f34fdd9a2d0482f3d?cid=0e18970867524f1fba6634279dd9e5b2,0,0.995,0.172,0.0147,73.239,0.127,0.991,0.1,-27.96,0.0478
3775,13129,Zombie Night,Alan Howarth,Zombie Night,Zombie Night Opening,https://p.scdn.co/mp3-preview/ff45c8b142238c0b884cc7dd841fcd88190a2769?cid=0e18970867524f1fba6634279dd9e5b2,0,0.299,0.329,0.206,120.807,0.0273,0.678,0.117,-18.631,0.0404
3776,13138,A Doggone Hollywood,Chuck Cirino,A Doggone Hollywood (Original Motion Picture Soundtrack),"Doggie 911 Intro / ?쏰kay Boy, Let?셲 Do This??/ Fluffy Little Dog",https://p.scdn.co/mp3-preview/4fc534e3703546d35fb148d1bae74c191e2b621b?cid=0e18970867524f1fba6634279dd9e5b2,0,0.76,0.46,0.211,125.854,0.245,0.93,0.101,-15.869,0.0361
3778,13163,The Third Day,Cristobal Tapia de Veer,The Third Day: Summer (Music from the Limited Series),Parousia,https://p.scdn.co/mp3-preview/c0d36a8b202c7cf8b37c75c000e028220bfe299b?cid=0e18970867524f1fba6634279dd9e5b2,4,0.703,0.19,0.254,145.996,0.0823,0.899,0.254,-20.605,0.0421
3780,13178,Stasis,Scott Glasgow,Stasis (Original Motion Picture Soundtrack),Rebels,https://p.scdn.co/mp3-preview/05eac98ead124c6581f9b59c10ae77a2a984b71c?cid=0e18970867524f1fba6634279dd9e5b2,0,0.845,0.114,0.272,73.698,0.037,0.912,0.568,-19.536,0.045
3785,13238,My Little Sister,Emilio Larocca Conte,My Little Sister (Original Motion Picture Soundtrack),Trauma Theme (Prologue),https://p.scdn.co/mp3-preview/a7365f307243b8f38d0e007edfb3b10f86899ba7?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0407,0.268,0.255,101.335,0.266,0.89,0.106,-20.787,0.0597
3792,13296,Disconnect,Max Richter,Disconnect (Original Motion Picture Soundtrack),The Swimmer,https://p.scdn.co/mp3-preview/b734ba28b08b03c3063567232b10fea5dd726ec0?cid=0e18970867524f1fba6634279dd9e5b2,18,0.662,0.126,0.174,148.774,0.0341,0.957,0.104,-16.8,0.0467
3801,13396,The Callback Queen,Joseph Conlan,The Callback Queen (Original Motion Picture Soundtrack),Kate and Vincent,https://p.scdn.co/mp3-preview/c2a17d53d1ea25347b6da452fd528e0e65a34858?cid=0e18970867524f1fba6634279dd9e5b2,0,0.991,0.133,0.0176,78.114,0.042,0.823,0.0817,-27.397,0.0437
3808,13490,Rats,Pierre Takal,Rats,Afoot,https://p.scdn.co/mp3-preview/2310c766f79e640575e59eb0669c939c3de186f0?cid=0e18970867524f1fba6634279dd9e5b2,0,0.674,0.247,0.143,113.994,0.034,0.919,0.2,-26.142,0.0394
3809,13497,Anna,Michel Corriveau,Anna (Bande sonore originale du film Anna),Entrevues,https://p.scdn.co/mp3-preview/cf7378712d4b05bb737a1ef4f8f69e4722ab0bc2?cid=0e18970867524f1fba6634279dd9e5b2,0,0.921,0.149,0.0829,137.459,0.0289,0.898,0.127,-34.506,0.0495
3813,13529,The Fuzzy Pink Nightgown,Billy May,The Fuzzy Pink Nightgown (Original Motion Picture Soundtrack),Introduction,https://p.scdn.co/mp3-preview/cbd783e395e66c64c768b4a9b5d57521beeba334?cid=0e18970867524f1fba6634279dd9e5b2,0,0.686,0.265,0.514,85.948,0.293,0.00425,0.249,-6.633,0.0343
3816,13538,Truth About Kerry,Ciaran Hope,Truth About Kerry (Original Motion Picture Soundtrack),Nightmares,https://p.scdn.co/mp3-preview/baa86549a01aa8b76130c5bc5788e3d19a8e930a?cid=0e18970867524f1fba6634279dd9e5b2,0,0.58,0.179,0.339,76.665,0.0285,0.906,0.0987,-17.041,0.0442
3819,13602,The Corrupted,Andrew Kawczynski,The Corrupted (Original Motion Picture Soundtrack),Blinded by Crime,https://p.scdn.co/mp3-preview/4b53ed30c54610abec34a7f4d85eb73936c25df0?cid=0e18970867524f1fba6634279dd9e5b2,3,0.676,0.407,0.31,95.687,0.0324,0.866,0.199,-24.85,0.0516
3820,13618,Splintered,Richard Bodgers,Splintered,Splintered III,https://p.scdn.co/mp3-preview/ad5bd47dd38d12c8e53c6f86d4b343593685f764?cid=0e18970867524f1fba6634279dd9e5b2,7,0.545,0.337,0.411,124.831,0.0775,0.824,0.367,-12.607,0.0648
3825,13733,The Harrow,Fritz Myers,The Harrow (Original Motion Picture Soundtrack),Gail,https://p.scdn.co/mp3-preview/a12bf80912a6cf2ae382e1ba02c7926bc9974347?cid=0e18970867524f1fba6634279dd9e5b2,0,0.814,0.149,0.264,146.284,0.038,0.864,0.142,-18.306,0.0361
3826,13734,Deserted,Luigi Pulcini,Deserted (Original Motion Picture Soundtrack),Going Home,https://p.scdn.co/mp3-preview/0f4fa78b0b4830896535da28069cbc687d8053ed?cid=0e18970867524f1fba6634279dd9e5b2,0,0.978,0.313,0.191,116.296,0.137,0.812,0.115,-13.761,0.049
3832,13855,Inhumanity,Tony Longworth,Inhumanity (Original Motion Picture Soundtrack),Life Isn?셳 Guaranteed,https://p.scdn.co/mp3-preview/b59bfc42f3e7617f2d47e4b2ea3f0241c54e9f99?cid=0e18970867524f1fba6634279dd9e5b2,0,0.429,0.606,0.877,116.031,0.0642,0.909,0.128,-9.449,0.0378
3834,13874,The Bench,Halfdan E,The Bench (Original Score),My Tomorrow,https://p.scdn.co/mp3-preview/1cfcdd7392783bc7b862552649b41fa1fdc5f50f?cid=0e18970867524f1fba6634279dd9e5b2,1,0.662,0.38,0.404,135.317,0.0799,8.46E-06,0.108,-8.372,0.0276
3835,13912,Coyotes,Daniel Offermann,Coyotes (Original Motion Picture Soundtrack),La canzone di Valentini,https://p.scdn.co/mp3-preview/010401359bfcdc08292bbb67b9a49fd4e07b5721?cid=0e18970867524f1fba6634279dd9e5b2,4,0.0138,0.53,0.443,154.974,0.623,0.00028,0.0967,-17.303,0.0299
3840,13940,Chasing Grace,Kim Planert,Chasing Grace (Original Motion Picture Soundtrack),Life and Death,https://p.scdn.co/mp3-preview/cf59822c1adce559be0b9b1dd0906d04dcef2c7b?cid=0e18970867524f1fba6634279dd9e5b2,5,0.864,0.241,0.121,132.863,0.0376,0.948,0.0623,-25.087,0.0392
3852,14055,The Land That Time Forgot,Chris Ridenhour,The Land That Time Forgot: The Fantasy Film Music of Chris Ridenhour,"The 7 Adventures of Sinbad (From ""The 7 Adventures of Sinbad"")",https://p.scdn.co/mp3-preview/4514da65d92000589c0cac4cd85ad416347c14e4?cid=0e18970867524f1fba6634279dd9e5b2,0,0.349,0.13,0.334,80.735,0.0395,0.853,0.218,-16.57,0.0525
3853,14063,The Speed of Thought,Andrew Gross,The Speed of Thought (Original Motion Picture Soundtrack),Speed of Thought (Main Titles),https://p.scdn.co/mp3-preview/1b9eab992709ef21efcfb3ad3d5d440d7a284b66?cid=0e18970867524f1fba6634279dd9e5b2,0,0.977,0.163,0.0988,65.071,0.0369,0.95,0.1,-25.545,0.0436
3854,14065,Alienated,James Oliver,Alienated (Original Motion Picture Soundtrack),Alienated,https://p.scdn.co/mp3-preview/fb91e8fbb7579da63353bb5ed31e7242205ab06a?cid=0e18970867524f1fba6634279dd9e5b2,0,0.62,0.247,0.284,130.364,0.217,0.752,0.0929,-16.561,0.0382
3860,14110,The Veteran,Mark Delany,The Veteran (Original Soundtrack),Welcome Home,https://p.scdn.co/mp3-preview/5ba09b160469861c2ac6da2ce5dc62d46db0f957?cid=0e18970867524f1fba6634279dd9e5b2,1,0.603,0.16,0.194,65.592,0.0263,0.7,0.167,-25.763,0.0595
3867,14186,Streets of Rage,Yuzo Koshiro,Streets of Rage (Official Game Soundtrack),The Street of Rage,https://p.scdn.co/mp3-preview/71dab84e01ee0907157dab02ddc1c2c369ab0bca?cid=0e18970867524f1fba6634279dd9e5b2,30,0.000941,0.561,0.664,99.379,0.0815,0.891,0.0946,-10.202,0.0678
3868,14193,Ghoulies IV,Chuck Cirino,Ghoulies IV (Original Motion Picture Soundtrack),Cinetel Films Logo / Alexandra Summons Faust / Ghoulies Arrive / Main Titles,https://p.scdn.co/mp3-preview/65e34f7a586dd7fa8a0d3c0a594bc8ed6c3fde84?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0579,0.366,0.461,121.872,0.102,0.763,0.308,-14.855,0.0353
3870,14220,Demons,Claudio Simonetti,Demons (Original Motion Picture Soundtrack),Demon,https://p.scdn.co/mp3-preview/f8fdb60fa5ef69f0a60ff4e2bfb96d50ee1f245c?cid=0e18970867524f1fba6634279dd9e5b2,7,0.00536,0.656,0.82,101.428,0.93,0.853,0.0578,-9.509,0.0632
3872,14251,5 Shells,Jeff Mercel,5 Shells (Score from the Motion Picture),Breaking Down,https://p.scdn.co/mp3-preview/2118847592b48c99e781394607e15a20a2d8ae13?cid=0e18970867524f1fba6634279dd9e5b2,0,0.51,0.408,0.312,93.176,0.0499,0.802,0.0739,-15.719,0.0362
3878,14304,Polder,Michael Sauter,Polder (Original Motion Picture Soundtrack),Opener,https://p.scdn.co/mp3-preview/ce31967d7572db72116a7442cd43d048324ebd1d?cid=0e18970867524f1fba6634279dd9e5b2,0,0.807,0.365,0.498,133.087,0.476,1.27E-05,0.645,-5.069,0.0335
3888,14430,A Doggone Christmas,Chuck Cirino,A Doggone Christmas: Original Motion Picture Soundtrack,A Doggone Christmas Main Titles,https://p.scdn.co/mp3-preview/d9dce4d2f01ca0541791687ec5753985df7bb81a?cid=0e18970867524f1fba6634279dd9e5b2,1,0.992,0.404,0.177,186.789,0.377,0.937,0.0922,-19.481,0.0347
3889,14453,Scavengers,Kazuma Jinnouchi,Scavengers (Original Soundtrack),Scavengers Main Theme,https://p.scdn.co/mp3-preview/b1e34657960886f23893c53f6ac7553924dd5422?cid=0e18970867524f1fba6634279dd9e5b2,5,0.388,0.172,0.213,96.711,0.0399,0.937,0.0947,-16.371,0.0329
3891,14472,Armstrong,Chris Roe,Armstrong (Original Motion Picture Soundtrack),Circling In,https://p.scdn.co/mp3-preview/4049676095a5a59b195193ef8eb6dac5b551a1ed?cid=0e18970867524f1fba6634279dd9e5b2,6,0.962,0.084,0.0602,68.4,0.0489,0.945,0.0543,-26.008,0.0425
3898,14611,She Demons,Nicholas Carras,She Demons,News Announcement,,0,0.967,0.767,0.695,119.284,0.857,0.00251,0.122,-8.144,0.374
3902,14659,True Love,Andrea Bonini,"True Love (feat. Luca Balboni) [Original Soundtrack from ""True Love""]",Intro,https://p.scdn.co/mp3-preview/2c959e0b5205dd3a12ec043ec03f5d8016b83263?cid=0e18970867524f1fba6634279dd9e5b2,0,0.869,0.106,0.00673,171.87,0.0388,0.923,0.158,-34.594,0.0467
3904,14685,Nobody,David Buckley,Nobody (Music From The Motion Picture),Nobody,https://p.scdn.co/mp3-preview/8af075ae1fc3403cb55646041dfa88f51a6d6cbe?cid=0e18970867524f1fba6634279dd9e5b2,20,0.00693,0.171,0.282,135.642,0.0375,0.888,0.136,-12.611,0.0381
3907,14738,The Bystander Theory,Bruce Faulconer,The Bystander Theory,Opening Theme,https://p.scdn.co/mp3-preview/7dde31efef3f1e55e75732ee9b14362e3ca492f7?cid=0e18970867524f1fba6634279dd9e5b2,0,0.759,0.151,0.142,83.408,0.0737,0.815,0.101,-14.728,0.0316
3909,14746,Puss in Boots,Henry Jackman,Puss in Boots,The Puss Suite,https://p.scdn.co/mp3-preview/9cc2c6fb8216a099e1a09f09b9d351d7a71a6354?cid=0e18970867524f1fba6634279dd9e5b2,31,0.0723,0.634,0.692,127.645,0.554,0.866,0.13,-10.879,0.0428
3915,14859,The Good Shepherd,Bruce Fowler,The Good Shepherd (Original Motion Picture Soundtrack),Blue Skies,,26,0.807,0.691,0.114,83.957,0.235,0.741,0.085,-21.364,0.0456
3920,14954,Get the Girl,Kevin Riepl,Get the Girl,If the Van's a Rockin',https://p.scdn.co/mp3-preview/bf33fd0eb19ec569747dd433f1f35adff1716fe4?cid=0e18970867524f1fba6634279dd9e5b2,1,0.0884,0.629,0.559,139.085,0.188,0.727,0.112,-13.977,0.0355
3921,14960,Deep in the Darkness,Matthew Llewellyn,Deep in the Darkness (Original Motion Picture Soundtrack),Deep in the Darkness,https://p.scdn.co/mp3-preview/79153b16157a92cc67ecf19a55fd27501de38aee?cid=0e18970867524f1fba6634279dd9e5b2,0,0.929,0.146,0.0871,85.583,0.0325,0.904,0.103,-24.826,0.0369
3922,14989,Raised by Wolves,Ben Frost,Raised by Wolves: Season 1 (Soundtrack from the HBO Max Original Series),Opening Titles (from Raised by Wolves),https://p.scdn.co/mp3-preview/e530c268fe26764102292878625c9ec0a17e7ec8?cid=0e18970867524f1fba6634279dd9e5b2,38,0.404,0.345,0.133,109.547,0.063,0.346,0.125,-16.097,0.0325
3927,15015,Drone,Olav Oyehaug,Drone (Soundtrack),Brandon,https://p.scdn.co/mp3-preview/724654d7337f2e42483343e90ac2c25e3b95dacc?cid=0e18970867524f1fba6634279dd9e5b2,0,0.962,0.203,0.0027,143.496,0.0353,0.685,0.0962,-31.422,0.0424
3935,15166,The Culling,Andrew Morgan Smith,The Culling (Original Motion Picture Soundtrack),Apparitions,,0,0.00186,0.148,0.295,84.201,0.0497,0.829,0.206,-22.301,0.0415
3943,15277,Army of the Dead,Junkie XL,Army of the Dead (Music From the Netflix Film),"Viva Las Vegas - From ""Army of the Dead"" Soundtrack",https://p.scdn.co/mp3-preview/450a4f8f487b86e0cf2e12f829aae785a501ba49?cid=0e18970867524f1fba6634279dd9e5b2,41,0.169,0.587,0.476,120.087,0.243,0,0.246,-10.52,0.0656
3946,15298,Game of Aces,Chris Morgan,Uberkanone (Official Score for Game of Aces),UBERKANONE,https://p.scdn.co/mp3-preview/9ef4f6aa84e6c5cbb5895e0c8bc274eb18387d34?cid=0e18970867524f1fba6634279dd9e5b2,0,0.62,0.457,0.678,118.6,0.046,0.961,0.125,-8.937,0.0291
3950,15329,At All Cost,Frank White,At All Cost (Soundtrack from the Motion Picture),We Ain't Playin',https://p.scdn.co/mp3-preview/874ee829880a9b9eb5c84e2720b5e1072002e578?cid=0e18970867524f1fba6634279dd9e5b2,0,0.00307,0.857,0.867,140.069,0.808,0,0.0834,-4.92,0.222
3961,15447,Igor and the Lunatics,Sonia Rutstein,Igor and the Lunatics (Original Motion Picture Soundtrack),All Across the Cornfields of My Heart,https://p.scdn.co/mp3-preview/ad43a7301b04059adeb95faa75a2ff3a3cec3881?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0961,0.405,0.638,187.746,0.654,8.28E-05,0.157,-7.303,0.0838
3963,15473,Time Lapse,Andrew Kaiser,Time Lapse (Original Motion Picture Soundtrack),Time Lapse Main Title,https://p.scdn.co/mp3-preview/f5ca4a25d0cac2f5bb9b76486493d87803d2344b?cid=0e18970867524f1fba6634279dd9e5b2,1,0.41,0.574,0.482,129.31,0.101,0.27,0.12,-11.537,0.0405
3970,15546,Bela Kiss: Prologue,Tim Nowack,Bela Kiss: Prologue (Original Motion Picture Soundtrack) (Every Legend Needs New Blood),"Schubert - Piano Trio Nr. 2, II.",https://p.scdn.co/mp3-preview/8b911d6e100f4ad312d22fe45ee840562b9c1e22?cid=0e18970867524f1fba6634279dd9e5b2,1,0.98,0.444,0.0496,88.286,0.254,0.913,0.116,-17.909,0.0361
3974,15590,Creep Van,Dennis Dreith,Creep Van,Opening - Main Title,https://p.scdn.co/mp3-preview/5bebb62e05ec6576fd687428889b92c31718f5a0?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0199,0.243,0.588,126.349,0.039,0.735,0.292,-9.726,0.0403
3982,15697,Attila,Nick Glennie-Smith,Attila (Original Motion Picture Soundtrack),N'kara's Theme,https://p.scdn.co/mp3-preview/702f8b4d8ea37f86501e0ca523e3de5684bbca5a?cid=0e18970867524f1fba6634279dd9e5b2,34,0.25,0.13,0.284,86.372,0.0466,0.8,0.108,-18.132,0.0369
3984,15726,Satanic Panic,Wolfmen of Mars,Satanic Panic (Original Motion Picture Soundtrack),Sam Goes to Mill Basin,https://p.scdn.co/mp3-preview/81fb9a781e62612718b796a4148d605a3df0cc86?cid=0e18970867524f1fba6634279dd9e5b2,3,0.605,0.814,0.383,108.027,0.0739,0.861,0.11,-13.515,0.0432
3987,15787,Bone Eater,Chuck Cirino,Bone Eater - Original Motion Picture Soundtrack,Relics:Resurrection,https://p.scdn.co/mp3-preview/e1ce0ba9d7ca33298ad57a04a095213a27aaa957?cid=0e18970867524f1fba6634279dd9e5b2,0,0.689,0.182,0.282,98.999,0.0301,0.661,0.0737,-14.747,0.0342
3988,15795,Contract Killers,Markus Ojala,Contract Killers (Original Motion Picture Soundtrack),Drug Deal and Revenge,https://p.scdn.co/mp3-preview/525de5e55109d6063e2c344da36e38660f77d506?cid=0e18970867524f1fba6634279dd9e5b2,0,0.239,0.414,0.124,125.96,0.036,0.898,0.108,-20.64,0.0415
3994,15888,Sunshine,Burkhard Dallwitz,Sunshine (Original Score),The Night in Question,https://p.scdn.co/mp3-preview/1d0e7a9ec209f72ca5a56838c6354d188555d65d?cid=0e18970867524f1fba6634279dd9e5b2,2,0.769,0.111,0.13,74.434,0.0356,0.904,0.11,-19.044,0.0407
3997,16089,Cowboys and Indians,Henrik Astrom,Cowboys and Indians - Original Motion Picture Soundtrack,A Face from Long Ago,https://p.scdn.co/mp3-preview/f12a869e60b0ad4a29617523ab1ca9faf84eb121?cid=0e18970867524f1fba6634279dd9e5b2,0,0.773,0.171,0.0857,80.686,0.0562,0.924,0.109,-16.929,0.044
3998,16133,Junior,James Newton Howard,Junior (Original Motion Picture Soundtrack),I've Got You Under My Skin,,4,0.524,0.694,0.221,95.336,0.341,0.0695,0.0998,-25.506,0.0473
4000,16215,The Lion King,Hans Zimmer,The Lion King Orchestra Suite (Live),The Lion King Orchestra Suite - Live,https://p.scdn.co/mp3-preview/3ccaaa5c3bb019de313d0614267181a990c90f1e?cid=0e18970867524f1fba6634279dd9e5b2,24,0.238,0.204,0.529,86.769,0.177,0.517,0.462,-11.702,0.0598
4001,16216,Toy Story,Randy Newman,Toy Story,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",,69,0.817,0.689,0.333,115.835,0.471,5.13E-06,0.285,-12.134,0.0307
4002,16217,Avengers: Endgame,Alan Silvestri,Avengers: Endgame (Original Motion Picture Soundtrack),Portals,,61,0.431,0.171,0.505,92.613,0.0796,0.962,0.262,-10.525,0.0521
4004,16219,Up,Michael Giacchino,Up (Originalnyi Saundtrek),"Married Life - From ""Up""/Score",,17,0.97,0.278,0.0675,82.626,0.112,0.732,0.0812,-20.946,0.04
4005,16220,Guardians of the Galaxy,Tyler Bates,Guardians of the Galaxy Vol. 2 (Original Score),"Showtime, A-holes",,53,0.692,0.477,0.495,152.329,0.274,0.765,0.0732,-10.797,0.0525
4006,16221,Finding Nemo,Thomas Newman,Finding Nemo (Original Motion Picture Soundtrack/Japan Release Version),First Day,,24,0.973,0.717,0.254,114.15,0.245,0.542,0.357,-17.922,0.0434
4008,16223,Toy Story 3,Randy Newman,Toy Story 3 (Original Motion Picture Soundtrack),You've Got a Friend in Me (para el Buzz Espa챰ol),,46,0.557,0.537,0.828,126.757,0.92,0.000875,0.0963,-7.698,0.0464
4009,16224,"Monsters, Inc.",Randy Newman,"Monsters, Inc. (Original Motion Picture Soundtrack)","Monsters, Inc.",,2,0.743,0.68,0.465,109.972,0.847,0.676,0.136,-8.353,0.029
4010,16226,Zootopia,Michael Giacchino,Zootopia (Original Motion Picture Soundtrack / Japanese version),Try Everything - Japan Version,,44,0.0516,0.738,0.6,115.527,0.508,0,0.0973,-5.75,0.0302
4011,16229,Thor: Ragnarok,Mark Mothersbaugh,Thor: Ragnarok (Originalnyi Saundtrek),Thor: Ragnarok,,11,0.0623,0.26,0.655,150.617,0.215,0.425,0.0884,-9.165,0.0383
4012,16230,The Princess Bride,Mark Knopfler,The Princess Bride,Storybook Love,,45,0.815,0.69,0.0673,90.094,0.0839,0.0959,0.0979,-20.713,0.0462
4013,16231,Ratatouille,Michael Giacchino,Ratatouille (Original Motion Picture Soundtrack/Japan Release Version),Ratatouille Main Theme,,23,0.929,0.14,0.119,73.347,0.075,0.935,0.357,-13.628,0.0375
4014,16234,Toy Story 2,Randy Newman,"When She Loved Me (from ""Toy Story 2"")","When She Loved Me (from ""Toy Story 2"")",https://p.scdn.co/mp3-preview/6a1637a4c3b49b9dda19140c561f5ee570c7e1be?cid=0e18970867524f1fba6634279dd9e5b2,20,0.994,0.452,0.0298,95.895,0.203,0.895,0.135,-24.142,0.0453
4015,16235,The Incredibles,Michael Giacchino,The Incredibles (Original Motion Picture Soundtrack),Life's Incredible Again,,56,0.687,0.587,0.495,120.017,0.759,0.725,0.122,-9.204,0.035
4016,16236,Pirates of the Caribbean: The Curse of the Black Pearl,Klaus Badelt,Pirates of the Caribbean: The Curse of the Black Pearl (Original Motion Picture Soundtrack/Japan Release Version),He's a Pirate,,31,0.0206,0.465,0.687,70.507,0.13,0.929,0.121,-10.964,0.0495
4017,16237,Avatar,James Horner,Pandora: The World of Avatar,Na'vi River Journey Ride Through,,31,0.434,0.433,0.474,142.01,0.192,0.000421,0.0996,-14.024,0.0526
4018,16238,Big Hero 6,Henry Jackman,Big Hero 6 (Original Motion Picture Soundtrack - Japan Version),Immortals,,32,0.00064,0.703,0.856,108.025,0.722,0.00126,0.38,-6.336,0.0461
4019,16239,Doctor Strange,Michael Giacchino,Doctor Strange,The Master of the Mystic End Credits,,11,0.03,0.345,0.599,124.641,0.353,0.136,0.0647,-10.619,0.0361
4020,16241,Rogue One: A Star Wars Story,Michael Giacchino,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),The Imperial Suite,,46,0.817,0.291,0.377,87.489,0.43,0.944,0.187,-11.089,0.03
